trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price
0,2023-02-16 14:15:00,24412.4,2023-02-16 15:45:00,24856.710714285717,take_profit,33.760158190455726,15000.000000000124,1.8200206218385542,False,0.5,0.5,6,100000.0,115000.00000000012,24234.675714285717,24856.710714285717
1,2023-02-17 02:00:00,23787.0,2023-02-17 04:30:00,23761.128571428573,stop_loss,18.95862956192022,-490.4868305233596,-0.10876288969364277,False,0.5,0.5,10,115000.00000000012,114509.51316947676,23761.128571428573,24578.196428571428
2,2023-02-17 04:30:00,23778.3,2023-02-17 06:30:00,23641.042857142857,stop_loss,42.575190828086924,-5843.749049660841,-0.5772369885868324,False,0.5,0.5,8,114509.51316947676,108665.76411981593,23641.042857142857,24130.617857142857
3,2023-02-18 10:00:00,24527.3,2023-02-18 18:00:00,24789.585714285713,take_profit,57.18954248365945,14999.999999999793,1.06936236065818,False,0.5,0.5,32,108665.76411981593,123665.76411981572,24445.742857142857,24789.585714285713
4,2023-02-19 08:00:00,24605.5,2023-02-19 15:15:00,24889.99642857143,take_profit,52.72473920084359,15000.000000000096,1.1562310400984757,False,0.5,0.5,29,123665.76411981572,138665.7641198158,24535.414285714287,24889.99642857143
5,2023-03-15 03:30:00,24753.9,2023-03-15 05:00:00,24858.4,pos_exit,20.80361388492636,2173.9776509748044,0.4221557007178666,False,0.5,-0.5,6,138665.7641198158,140839.7417707906,24718.242857142857,25474.928571428572
6,2023-03-15 06:00:00,24705.6,2023-03-15 06:45:00,24799.9,pos_exit,35.98046774608072,3392.9581084555166,0.38169483841721275,False,0.5,-0.5,3,140839.7417707906,144232.69987924612,24538.842857142856,25122.492857142854
7,2023-03-15 08:15:00,24814.8,2023-03-15 08:45:00,24768.8,pos_exit,32.61350665082588,-1500.2213059379906,-0.18537324499895225,False,0.5,-0.5,2,144232.69987924612,142732.47857330812,24630.827142857142,25274.73214285714
8,2023-03-15 10:15:00,24469.1,2023-03-15 12:30:00,24996.917857142857,take_profit,28.418894505003905,15000.000000000102,2.157079161648193,False,0.5,0.5,9,142732.47857330812,157732.4785733082,24257.972857142857,24996.917857142857
9,2023-03-19 00:15:00,26977.8,2023-03-19 06:15:00,26950.57857142857,stop_loss,22.939913811466557,-624.4572252535742,-0.10090307056701803,False,0.5,0.25,24,157732.4785733082,157108.02134805464,26950.57857142857,27631.682142857142
10,2023-03-20 06:30:00,27459.1,2023-03-20 07:30:00,28068.978571428568,take_profit,24.595059906538776,14999.999999999956,2.2210435572490344,False,0.5,0.5,4,157108.02134805464,172108.02134805458,27215.14857142857,28068.978571428568
