trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price
0,2023-02-19 08:00:00,24605.5,2023-02-19 15:15:00,24889.99642857143,take_profit,52.72473920084359,15000.000000000096,1.1562310400984757,False,0.5,0.5,29,100000.0,115000.0000000001,24535.414285714287,24889.99642857143
1,2023-04-28 08:30:00,29199.9,2023-04-28 13:30:00,29089.885714285712,stop_loss,45.81631584459145,-5040.449261702996,-0.37676254272887627,False,0.5,0.5,20,115000.0000000001,109959.55073829711,29089.885714285712,29609.14285714286
2,2023-05-06 08:00:00,29245.0,2023-05-06 10:15:00,29208.314285714285,stop_loss,60.33650530961178,-2213.4877947869572,-0.1254426886158838,False,0.5,0.5,9,109959.55073829711,107746.06294351016,29208.314285714285,29555.757142857146
3,2023-05-06 10:15:00,29201.8,2023-05-06 12:15:00,29190.678571428572,stop_loss,45.23278730897248,-503.05321314327836,-0.03808473645948813,False,0.5,0.5,8,107746.06294351016,107243.00973036687,29190.678571428572,29533.417857142857
4,2023-05-30 00:30:00,27655.9,2023-05-30 05:00:00,27684.435714285715,stop_loss,54.5630280921642,1556.9949802013716,0.10318128965506008,False,0.75,0.75,18,107243.00973036687,108800.00471056825,27684.435714285715,27999.539285714287
5,2023-06-07 09:45:00,26476.5,2023-06-07 11:30:00,26898.664285714283,take_profit,44.413989137606904,18749.999999999756,1.5944867551008757,False,0.75,0.25,7,108800.00471056825,127550.004710568,26307.634285714284,26898.664285714283
6,2023-06-18 00:30:00,26406.8,2023-06-18 05:15:00,26605.024999999998,take_profit,75.67158531971161,14999.999999999724,0.7506589211869615,False,0.75,0.75,19,127550.004710568,142550.0047105677,26439.821428571428,26605.024999999998
7,2023-10-26 06:00:00,34486.9,2023-10-26 10:00:00,34346.32,stop_loss,53.35040546308086,-7500.000000000001,-0.4076330432715081,False,0.5,0.5,16,142550.0047105677,135050.0047105677,34346.32,34838.35
8,2023-10-26 10:00:00,34426.0,2023-10-26 10:45:00,34216.479999999996,stop_loss,35.796105383733554,-7500.0,-0.608609771684204,False,0.5,0.5,3,135050.0047105677,127550.00471056771,34216.479999999996,34949.8
9,2023-10-30 05:15:00,34253.2,2023-10-30 07:15:00,34223.69285714286,stop_loss,45.88659455915969,-1353.9823008847475,-0.08614419341007298,False,0.5,0.5,8,127550.00471056771,126196.02240968296,34223.69285714286,34580.09285714285
10,2024-01-27 08:45:00,41455.4,2024-01-27 19:30:00,41894.889285714286,take_profit,42.66315609839395,18750.000000000156,1.0601496685939202,False,0.75,0.75,43,126196.02240968296,144946.02240968312,41578.228571428575,41894.889285714286
11,2024-01-31 00:45:00,42913.0,2024-01-31 09:30:00,42761.49285714285,stop_loss,21.66146228936316,-3281.8662615692338,-0.35305651634037793,False,1.25,1.25,35,144946.02240968312,141664.1561481139,42761.49285714285,43788.97964285714
12,2024-02-10 10:45:00,46872.6,2024-02-10 13:30:00,47084.05,stop_loss,43.37050805452283,9170.693928129042,0.451116430494584,False,1.0,1.0,11,141664.1561481139,150834.85007624293,47084.05,47419.486607142855
13,2024-02-13 11:00:00,49730.4,2024-02-13 13:15:00,49760.97142857143,stop_loss,32.36490803322256,989.4414741584847,0.0614743267124888,False,1.25,1.25,9,150834.85007624293,151824.29155040142,49760.97142857143,50463.25392857143
14,2024-03-09 10:15:00,68113.8,2024-03-09 14:45:00,68149.09285714285,stop_loss,26.288611397990497,927.800206553157,0.05181454733526722,False,1.75,1.75,18,151824.29155040142,152752.09175695459,68149.09285714285,69003.91928571428
15,2024-03-11 00:00:00,68909.4,2024-03-11 00:30:00,68441.43857142856,stop_loss,15.385883451932663,-7199.999999999999,-0.6790966523746169,False,1.75,1.75,2,152752.09175695459,145552.09175695459,68441.43857142856,70430.27464285714
16,2024-03-12 08:15:00,71666.6,2024-03-12 10:15:00,71771.95000000001,stop_loss,16.023440003662657,1688.0694043859542,0.14700013674432136,False,1.75,1.75,8,145552.09175695459,147240.16116134054,71771.95000000001,73492.05071428571
17,2024-03-22 00:30:00,65690.1,2024-03-22 10:00:00,65214.05714285714,stop_loss,11.617030264626967,-5530.20427868814,-0.7246797571367127,False,1.25,1.25,38,147240.16116134054,141709.9568826524,65214.05714285714,67323.47785714286
18,2024-03-29 03:15:00,70349.3,2024-03-29 04:45:00,70391.63571428572,stop_loss,30.81232492997199,1304.4617847138472,0.06017929714398442,False,1.25,1.25,6,141709.9568826524,143014.41866736623,70391.63571428572,71119.08125
19,2024-03-29 05:15:00,70411.4,2024-03-29 06:00:00,70121.69,stop_loss,22.781402091747562,-6600.000000000001,-0.41145325898929985,False,1.25,1.25,3,143014.41866736623,136414.41866736623,70121.69,71244.31624999999
20,2024-04-05 08:00:00,67319.4,2024-04-05 09:00:00,66787.4357142857,stop_loss,11.278952668680677,-6000.0,-0.7902094874795229,False,0.75,0.75,4,136414.41866736623,130414.41866736623,66787.4357142857,68649.31071428572
21,2024-04-05 09:00:00,67008.0,2024-04-05 09:15:00,66533.63571428572,stop_loss,12.648507024438766,-6000.0,-0.7079218686041727,False,0.75,0.75,1,130414.41866736623,124414.41866736623,66533.63571428572,68193.91071428572
22,2024-04-05 11:30:00,66802.1,2024-04-05 12:00:00,66212.83142857143,stop_loss,10.182114388782136,-6000.0,-0.8821108489532159,False,0.75,0.75,2,124414.41866736623,118414.41866736623,66212.83142857143,68275.27142857143
