trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price,risk_used,tier_at_entry
47,2024-04-05 09:45:00,66817.4,2024-04-05 12:00:00,66264.27285714285,stop_loss,26.440575532879,-14625.0,-0.8278190154916969,False,0.75,0.75,9,335230.910954367,320605.910954367,66264.27285714285,68200.21785714285,14625,Tier 3: $225k-$338k ($14.6k risk)
48,2024-04-09 00:30:00,71488.7,2024-04-09 01:00:00,71123.72428571428,stop_loss,44.078275266847726,-16087.500000000002,-0.5105362306010774,False,1.25,1.25,2,320605.910954367,304518.410954367,71123.72428571428,72538.00517857143,14625,Tier 3: $225k-$338k ($14.6k risk)
49,2024-04-09 01:00:00,71122.6,2024-04-09 06:30:00,70690.69,stop_loss,37.247343196498974,-16087.500000000002,-0.6072753245803774,False,1.25,1.25,22,304518.410954367,288430.910954367,70690.69,72364.34125000001,14625,Tier 3: $225k-$338k ($14.6k risk)
50,2024-04-09 06:30:00,70826.1,2024-04-09 07:45:00,70375.66285714287,stop_loss,35.715305132158186,-16087.500000000002,-0.635976204897816,False,1.25,1.25,5,288430.910954367,272343.410954367,70375.66285714287,72121.10678571428,14625,Tier 3: $225k-$338k ($14.6k risk)
51,2024-04-09 09:00:00,70809.2,2024-04-09 13:45:00,70122.43571428572,stop_loss,23.425067864832233,-16087.500000000002,-0.9698800236611602,False,1.25,1.25,19,272343.410954367,256255.91095436702,70122.43571428572,72783.64732142855,14625,Tier 3: $225k-$338k ($14.6k risk)
52,2024-04-20 00:45:00,63407.4,2024-04-20 06:00:00,64006.1,pos_exit,22.449180974935985,13440.324649694108,0.9442115589032148,False,1.25,-0.25,21,256255.91095436702,269696.2356040611,62690.781428571434,65467.678392857146,14625,Tier 3: $225k-$338k ($14.6k risk)
53,2024-04-20 09:00:00,63521.7,2024-04-20 15:30:00,64253.23928571429,take_profit,49.9802276022664,36562.49999999982,1.151636819723487,False,0.75,0.75,26,269696.2356040611,306258.73560406093,63229.08428571428,64253.23928571429,14625,Tier 3: $225k-$338k ($14.6k risk)
54,2024-04-22 01:45:00,64634.3,2024-04-22 03:45:00,65917.10857142857,take_profit,36.05492162286768,46251.56249999994,1.9847179770316532,False,1.25,1.25,8,306258.73560406093,352510.2981040609,64188.10571428572,65917.10857142857,14625,Tier 3: $225k-$338k ($14.6k risk)
55,2024-05-14 06:30:00,61973.4,2024-05-14 10:15:00,61507.67571428571,stop_loss,43.48066145818897,-20250.0,-0.7514906164810901,False,0.75,0.75,15,352510.2981040609,332260.2981040609,61507.67571428571,63137.71071428572,20250,Tier 4: $338k-$507k ($20.2k risk)
56,2024-05-22 02:45:00,70042.0,2024-05-22 04:30:00,69715.26142857144,stop_loss,53.71266674536795,-17550.0,-0.46648949405865464,False,1.75,1.75,7,332260.2981040609,314710.2981040609,69715.26142857144,71103.90035714285,14625,Tier 3: $225k-$338k ($14.6k risk)
57,2024-05-22 04:30:00,69372.7,2024-05-22 15:30:00,70533.04749999999,take_profit,49.15553314847507,57037.499999999636,1.6726284258793287,False,1.75,1.75,44,314710.2981040609,371747.7981040605,69015.67,70533.04749999999,14625,Tier 3: $225k-$338k ($14.6k risk)
58,2024-05-26 02:30:00,68905.2,2024-05-26 07:30:00,69468.8475,take_profit,140.11416709911168,78974.99999999745,0.8180043015621555,False,1.75,1.75,20,371747.7981040605,450722.79810405796,68731.76999999999,69468.8475,20250,Tier 4: $338k-$507k ($20.2k risk)
59,2024-05-31 07:30:00,68212.6,2024-05-31 09:15:00,67963.60857142859,stop_loss,89.46091087473253,-22275.000000000004,-0.36502263302002635,False,1.25,1.25,7,450722.79810405796,428447.79810405796,67963.60857142859,68928.45035714285,20250,Tier 4: $338k-$507k ($20.2k risk)
60,2024-06-04 05:45:00,68995.4,2024-06-04 09:00:00,68759.21428571429,stop_loss,94.31137724551297,-22275.0,-0.3423209580431512,False,1.25,0.75,13,428447.79810405796,406172.79810405796,68759.21428571429,69674.4339285714,20250,Tier 4: $338k-$507k ($20.2k risk)
61,2024-06-04 09:45:00,68752.5,2024-06-04 13:15:00,69451.54285714286,take_profit,72.42045245539902,50625.000000001055,1.016752637566436,False,0.75,1.25,14,406172.79810405796,456797.798104059,68472.88285714286,69451.54285714286,20250,Tier 4: $338k-$507k ($20.2k risk)
62,2024-06-06 05:15:00,70880.0,2024-06-06 12:15:00,71416.94321428571,take_profit,119.26889714994235,64040.62500000196,0.7575383948726175,False,1.0,1.25,28,456797.798104059,520838.423104061,70693.23714285715,71416.94321428571,20250,Tier 4: $338k-$507k ($20.2k risk)
63,2024-06-13 02:30:00,67882.4,2024-06-13 03:15:00,67526.01285714285,stop_loss,78.56624617691014,-28000.0,-0.5250066922459191,False,0.75,0.75,3,520838.423104061,492838.423104061,67526.01285714285,68773.36785714285,28000,Tier 5: $507k-$760k ($28.0k risk)
64,2024-06-26 08:45:00,61458.4,2024-06-26 10:15:00,61206.77285714286,stop_loss,80.47621480762389,-20250.0,-0.4094267713724108,False,0.75,1.25,6,492838.423104061,472588.423104061,61206.77285714286,62087.46785714286,20250,Tier 4: $338k-$507k ($20.2k risk)
65,2024-06-26 10:15:00,61293.1,2024-06-26 17:00:00,61017.32714285714,stop_loss,80.7729964100883,-22275.0,-0.4499247992724462,False,1.25,1.25,27,472588.423104061,450313.423104061,61017.32714285714,62085.946964285715,20250,Tier 4: $338k-$507k ($20.2k risk)
66,2024-06-28 04:00:00,61712.1,2024-06-28 07:45:00,61345.85142857143,stop_loss,60.81934985606953,-22275.0,-0.5934793523937318,False,1.25,1.25,15,450313.423104061,428038.423104061,61345.85142857143,62765.06464285714,20250,Tier 4: $338k-$507k ($20.2k risk)
67,2024-06-28 08:15:00,61373.7,2024-06-28 14:15:00,61134.981428571424,stop_loss,93.31071255453149,-22275.0,-0.3889590678557319,False,1.25,1.25,24,428038.423104061,405763.423104061,61134.981428571424,62060.01589285713,20250,Tier 4: $338k-$507k ($20.2k risk)
68,2024-07-02 07:15:00,62678.9,2024-07-02 08:00:00,62493.48714285715,stop_loss,120.13729977117049,-22275.000000000004,-0.2958138339103779,False,1.25,1.25,3,405763.423104061,383488.423104061,62493.48714285715,63211.96196428571,20250,Tier 4: $338k-$507k ($20.2k risk)
69,2024-07-02 08:15:00,62681.1,2024-07-02 14:00:00,62437.47,stop_loss,91.42962689324074,-22275.0,-0.38868175574455044,False,1.25,1.25,23,383488.423104061,361213.423104061,62437.47,63381.53624999999,20250,Tier 4: $338k-$507k ($20.2k risk)
70,2024-07-07 07:15:00,57249.3,2024-07-07 13:15:00,56936.729999999996,stop_loss,71.26403685574273,-22275.000000000004,-0.5459804748704473,False,1.25,1.25,24,361213.423104061,338938.423104061,56936.729999999996,58147.938750000016,20250,Tier 4: $338k-$507k ($20.2k risk)
71,2024-07-16 08:30:00,62706.5,2024-07-16 15:45:00,64791.65535714285,take_profit,30.712639602907455,64040.6250000002,3.3252619060908395,False,1.25,1.25,29,338938.423104061,402979.04810406116,61981.228571428575,64791.65535714285,20250,Tier 4: $338k-$507k ($20.2k risk)
72,2024-07-21 07:15:00,66637.3,2024-07-21 15:30:00,67391.14964285714,take_profit,84.951456310682,64040.62500000139,1.1312727899496797,False,1.0,1.0,33,402979.04810406116,467019.67310406256,66375.09142857144,67391.14964285714,20250,Tier 4: $338k-$507k ($20.2k risk)
73,2024-08-14 07:00:00,60726.5,2024-08-14 12:15:00,61688.05196428571,take_profit,66.60131472725264,64040.62500000061,1.5834141013984189,False,1.25,1.25,21,467019.67310406256,531060.2981040631,60392.04714285715,61688.05196428571,20250,Tier 4: $338k-$507k ($20.2k risk)
74,2024-10-19 06:45:00,68311.9,2024-10-19 11:00:00,68163.12999999999,stop_loss,207.0309874302558,-30800.0,-0.21778050383608724,False,1.25,1.25,17,531060.2981040631,500260.29810406314,68163.12999999999,68739.61374999999,28000,Tier 5: $507k-$760k ($28.0k risk)
75,2024-10-19 11:45:00,68071.6,2024-10-20 14:00:00,68501.60553571429,take_profit,148.92976876128864,64040.62500000245,0.6316959432631003,False,1.25,1.25,105,500260.29810406314,564300.9231040656,67922.03285714287,68501.60553571429,20250,Tier 4: $338k-$507k ($20.2k risk)
76,2024-10-30 08:45:00,72266.5,2024-10-30 11:45:00,71996.19142857143,stop_loss,113.94385252832808,-30800.0,-0.37404408879435125,False,1.25,1.25,12,564300.9231040656,533500.9231040656,71996.19142857143,73043.63714285713,28000,Tier 5: $507k-$760k ($28.0k risk)
77,2024-11-07 11:45:00,74776.9,2024-11-07 15:30:00,75662.45339285713,take_profit,99.99397067894637,88549.99999999818,1.184260637786721,False,1.0,1.0,15,533500.9231040656,622050.9231040637,74468.88142857142,75662.45339285713,28000,Tier 5: $507k-$760k ($28.0k risk)
78,2024-11-08 08:30:00,75820.0,2024-11-08 18:30:00,76771.94124999999,take_profit,93.02044637733668,88549.99999999882,1.2555278950144935,False,1.25,1.25,40,622050.9231040637,710600.9231040626,75488.89,76771.94124999999,28000,Tier 5: $507k-$760k ($28.0k risk)
79,2024-11-13 08:45:00,87287.6,2024-11-13 13:45:00,89742.17642857143,take_profit,44.48832748856595,109200.00000000016,2.812056269815443,False,1.5,1.5,20,710600.9231040626,819800.9231040627,86532.34571428572,89742.17642857143,28000,Tier 5: $507k-$760k ($28.0k risk)
80,2024-11-14 05:30:00,89827.3,2024-11-14 07:00:00,89114.82142857143,stop_loss,64.0019248699212,-45600.0,-0.7931648523651141,False,1.5,1.5,6,819800.9231040627,774200.9231040627,89114.82142857143,92142.85535714286,38000,Tier 6: $760k-$1200k ($38.0k risk)
81,2024-11-14 07:00:00,89694.9,2024-11-14 14:45:00,89022.63857142857,stop_loss,67.83075461714571,-45600.0,-0.7494979408767083,False,1.5,1.5,31,774200.9231040627,728600.9231040627,89022.63857142857,91879.74964285713,38000,Tier 6: $760k-$1200k ($38.0k risk)
82,2024-11-17 01:30:00,90232.0,2024-11-17 02:00:00,89798.08428571429,stop_loss,77.43439311782068,-33599.99999999999,-0.4808889465884773,False,1.5,1.5,2,728600.9231040627,695000.9231040627,89798.08428571429,91642.22607142857,28000,Tier 5: $507k-$760k ($28.0k risk)
83,2024-11-28 07:45:00,95371.6,2024-11-28 10:00:00,94882.21857142857,stop_loss,68.65810191874819,-33600.0,-0.5131311926940855,False,1.5,1.5,9,695000.9231040627,661400.9231040627,94882.21857142857,96962.08964285714,28000,Tier 5: $507k-$760k ($28.0k risk)
84,2024-11-28 10:00:00,94888.1,2024-11-29 02:00:00,96538.59392857143,take_profit,66.16201254040261,109200.00000000073,1.7394108729876778,False,1.5,1.5,64,661400.9231040627,770600.9231040634,94380.25571428573,96538.59392857143,28000,Tier 5: $507k-$760k ($28.0k risk)
85,2024-11-30 06:45:00,96699.0,2024-11-30 10:45:00,96333.93428571429,stop_loss,124.9090183372092,-45600.0,-0.37752791061511387,False,1.5,1.5,16,770600.9231040634,725000.9231040634,96333.93428571429,97885.46357142857,38000,Tier 6: $760k-$1200k ($38.0k risk)
86,2024-11-30 11:15:00,96438.0,2024-12-01 01:45:00,96124.02857142857,stop_loss,107.01610701610686,-33599.99999999999,-0.3255681666681484,False,1.5,1.5,58,725000.9231040634,691400.9231040634,96124.02857142857,97458.40714285713,28000,Tier 5: $507k-$760k ($28.0k risk)
87,2024-12-12 11:30:00,100261.0,2024-12-12 14:45:00,101654.67892857142,take_profit,78.35377127494692,109199.99999999802,1.390050895733554,False,1.5,1.5,13,691400.9231040634,800600.9231040614,99832.17571428571,101654.67892857142,28000,Tier 5: $507k-$760k ($28.0k risk)
88,2024-12-22 00:00:00,97154.4,2024-12-22 04:30:00,96527.28,stop_loss,72.71335629544639,-45600.0,-0.6454880067191968,False,1.75,1.75,18,800600.9231040614,755000.9231040614,96527.28,99192.53999999998,38000,Tier 6: $760k-$1200k ($38.0k risk)
89,2025-01-01 03:00:00,93938.2,2025-01-01 08:15:00,93447.53285714285,stop_loss,62.77167821071606,-30800.000000000004,-0.52232972619993,False,1.25,1.25,21,755000.9231040614,724200.9231040614,93447.53285714285,95348.86803571427,28000,Tier 5: $507k-$760k ($28.0k risk)
90,2025-01-03 06:15:00,96633.6,2025-01-03 07:30:00,96303.32571428572,stop_loss,101.73362400082992,-33600.0,-0.3417799665067715,False,1.75,1.75,5,724200.9231040614,690600.9231040614,96303.32571428572,97706.99142857143,28000,Tier 5: $507k-$760k ($28.0k risk)
91,2025-01-03 08:30:00,96237.1,2025-01-03 15:00:00,97332.47071428571,take_profit,99.6922763917514,109200.00000000036,1.1382000437312656,False,1.75,1.75,26,690600.9231040614,799800.9231040617,95900.06285714287,97332.47071428571,28000,Tier 5: $507k-$760k ($28.0k risk)
92,2025-01-04 09:00:00,97795.8,2025-01-04 09:45:00,97544.5457142857,stop_loss,181.48944154469825,-45600.00000000001,-0.2569172558681436,False,1.75,1.75,3,799800.9231040617,754200.9231040617,97544.5457142857,98612.37642857144,38000,Tier 6: $760k-$1200k ($38.0k risk)
93,2025-01-04 09:45:00,97644.3,2025-01-04 20:30:00,98636.33464285715,take_profit,110.07680103337242,109199.99999999919,1.0159677962330111,False,1.75,1.75,43,754200.9231040617,863400.9231040609,97339.05857142857,98636.33464285715,28000,Tier 6: $760k-$1200k ($38.0k risk)
94,2025-01-07 10:00:00,101399.8,2025-01-07 11:30:00,101125.81428571428,stop_loss,166.43203503831862,-45600.0,-0.2702034069946112,False,1.5,1.5,6,863400.9231040609,817800.9231040609,101125.81428571428,102290.25357142859,38000,Tier 6: $760k-$1200k ($38.0k risk)
95,2025-01-07 11:30:00,100614.2,2025-01-07 14:30:00,100241.7157142857,stop_loss,122.4212718465565,-45600.0,-0.3702104531112845,False,1.5,1.5,12,817800.9231040609,772200.9231040609,100241.7157142857,101824.77392857143,38000,Tier 6: $760k-$1200k ($38.0k risk)
96,2025-01-16 10:00:00,99180.4,2025-01-16 14:30:00,98677.84,stop_loss,90.73543457497654,-45600.0,-0.5067130199111899,False,1.5,1.5,18,772200.9231040609,726600.9231040609,98677.84,100813.72,38000,Tier 6: $760k-$1200k ($38.0k risk)
97,2025-01-18 06:15:00,103136.2,2025-01-18 08:00:00,102244.18428571429,stop_loss,37.66749784997416,-33600.0,-0.8648910026602745,False,1.5,1.5,7,726600.9231040609,693000.9231040609,102244.18428571429,106035.25107142856,28000,Tier 5: $507k-$760k ($28.0k risk)
