trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price,risk_used,tier_at_entry
0,2023-02-19 08:00:00,24605.5,2023-02-19 11:15:00,24693.442857142858,tp1_partial,17.574913066947865,1545.588069144744,0.3574113801502021,True,0.5,0.5,13,100000.0,101545.58806914474,24491.70142857143,24889.99642857143,5000,Tier 1: $0k-$150k ($5.0k risk)
0,2023-02-19 08:00:00,24605.5,2023-02-19 15:15:00,24889.99642857143,take_profit,26.362369600421793,7500.000000000048,1.1562310400984757,False,0.5,0.5,29,101545.58806914474,109045.58806914478,24491.70142857143,24889.99642857143,5000,Tier 1: $0k-$150k ($5.0k risk)
1,2023-03-15 10:15:00,24469.1,2023-03-15 11:45:00,24828.97142857143,tp1_partial,9.472964835001303,3409.0493879788437,1.4707178791677278,True,0.5,0.5,6,109045.58806914478,112454.63745712362,24257.972857142857,24996.917857142857,5000,Tier 1: $0k-$150k ($5.0k risk)
1,2023-03-15 10:15:00,24469.1,2023-03-15 12:30:00,24996.917857142857,take_profit,14.209447252501953,7500.000000000051,2.157079161648193,False,0.5,0.5,9,112454.63745712362,119954.63745712367,24257.972857142857,24996.917857142857,5000,Tier 1: $0k-$150k ($5.0k risk)
2,2023-03-19 00:15:00,26977.8,2023-03-19 03:15:00,27154.157142857144,tp1_partial,7.6466379371555195,1348.5392190598,0.6537120997899938,True,0.5,0.25,12,119954.63745712367,121303.17667618347,26716.24714285714,27631.682142857142,5000,Tier 1: $0k-$150k ($5.0k risk)
2,2023-03-19 00:15:00,26977.8,2023-03-19 15:00:00,27631.682142857142,take_profit,11.469956905733278,7499.999999999958,2.4237785989114857,False,0.5,0.25,59,121303.17667618347,128803.17667618343,26716.24714285714,27631.682142857142,5000,Tier 1: $0k-$150k ($5.0k risk)
3,2023-04-28 08:30:00,29199.9,2023-04-28 12:30:00,29378.385714285716,tp1_partial,12.217684225224389,2180.6820958564813,0.6112545395214178,True,0.5,0.5,16,128803.17667618343,130983.85877203991,29036.20285714286,29609.14285714286,5000,Tier 1: $0k-$150k ($5.0k risk)
3,2023-04-28 08:30:00,29199.9,2023-04-28 13:30:00,29036.20285714286,stop_loss,18.32652633783658,-2999.9999999999995,-0.5606085735127224,False,0.5,0.5,20,130983.85877203991,127983.85877203991,29036.20285714286,29609.14285714286,5000,Tier 1: $0k-$150k ($5.0k risk)
4,2023-05-06 08:00:00,29245.0,2023-05-06 12:30:00,29120.69714285714,stop_loss,40.22433687307452,-5000.0,-0.4250396893241872,False,0.5,0.5,18,127983.85877203991,122983.85877203991,29120.69714285714,29555.757142857146,5000,Tier 1: $0k-$150k ($5.0k risk)
5,2023-05-30 00:30:00,27655.9,2023-05-30 02:30:00,27781.4,tp1_partial,14.550140824577122,1826.0426734844289,0.4537910536268933,True,0.75,0.75,8,122983.85877203991,124809.90144552433,27518.444285714286,27999.539285714287,5000,Tier 1: $0k-$150k ($5.0k risk)
5,2023-05-30 00:30:00,27655.9,2023-05-30 10:30:00,27999.539285714287,take_profit,21.82521123686568,7499.99999999992,1.242553255234093,False,0.75,0.75,40,124809.90144552433,132309.90144552424,27518.444285714286,27999.539285714287,5000,Tier 1: $0k-$150k ($5.0k risk)
6,2023-06-07 09:45:00,26476.5,2023-06-07 10:00:00,26486.801428571427,stop_loss,29.609326091737938,305.018357782131,0.038907818523698734,False,0.75,0.25,1,132309.90144552424,132614.91980330637,26486.801428571427,26898.664285714283,5000,Tier 1: $0k-$150k ($5.0k risk)
7,2023-06-18 00:30:00,26406.8,2023-06-18 02:00:00,26495.414285714283,tp1_partial,25.223861773237203,2235.194493991249,0.3355737375005077,True,0.75,0.75,6,132614.91980330637,134850.1142972976,26327.51,26605.024999999998,5000,Tier 1: $0k-$150k ($5.0k risk)
7,2023-06-18 00:30:00,26406.8,2023-06-18 05:15:00,26605.024999999998,take_profit,37.835792659855805,7499.999999999862,0.7506589211869615,False,0.75,0.75,19,134850.1142972976,142350.11429729746,26327.51,26605.024999999998,5000,Tier 1: $0k-$150k ($5.0k risk)
8,2023-07-11 09:45:00,30435.5,2023-07-11 13:30:00,30317.6,stop_loss,42.40882103477471,-5000.0,-0.3873765832662564,False,0.5,0.5,15,142350.11429729746,137350.11429729746,30317.6,30730.25,5000,Tier 1: $0k-$150k ($5.0k risk)
9,2023-08-30 09:15:00,27327.5,2023-08-30 10:30:00,27423.685714285715,tp1_partial,24.43153063539436,2349.9642252587405,0.35197407112145357,True,0.75,0.75,5,137350.11429729746,139700.0785225562,27245.63857142857,27532.153571428567,5000,Tier 1: $0k-$150k ($5.0k risk)
9,2023-08-30 09:15:00,27327.5,2023-08-30 13:30:00,27245.63857142857,stop_loss,36.647295953091536,-3000.0,-0.2995569611981645,False,0.75,0.75,17,139700.0785225562,136700.0785225562,27245.63857142857,27532.153571428567,5000,Tier 1: $0k-$150k ($5.0k risk)
10,2023-10-26 06:00:00,34486.9,2023-10-26 07:00:00,34658.18571428572,tp1_partial,14.226774790154895,2436.8432819137183,0.4966689214911094,True,0.5,0.5,4,136700.0785225562,139136.92180446992,34346.32,34838.35,5000,Tier 1: $0k-$150k ($5.0k risk)
10,2023-10-26 06:00:00,34486.9,2023-10-26 10:00:00,34346.32,stop_loss,21.34016218523234,-2999.9999999999995,-0.4076330432715081,False,0.5,0.5,16,139136.92180446992,136136.92180446992,34346.32,34838.35,5000,Tier 1: $0k-$150k ($5.0k risk)
11,2024-01-27 08:45:00,41455.4,2024-01-27 09:00:00,41466.12714285714,stop_loss,28.442104065595963,305.10251346929823,0.025876346283331672,False,0.75,0.25,1,136136.92180446992,136442.0243179392,41466.12714285714,41894.889285714286,5000,Tier 1: $0k-$150k ($5.0k risk)
12,2024-01-31 00:45:00,42913.0,2024-01-31 07:45:00,43058.94285714286,tp1_partial,7.22048742978772,1053.778565467311,0.34009008259235657,True,1.25,1.25,28,136442.0243179392,137495.80288340652,42608.311428571425,43788.97964285714,5000,Tier 1: $0k-$150k ($5.0k risk)
12,2024-01-31 00:45:00,42913.0,2024-01-31 09:45:00,42608.311428571425,stop_loss,10.830731144681579,-3299.9999999999995,-0.7100146142860544,False,1.25,1.25,36,137495.80288340652,134195.80288340652,42608.311428571425,43788.97964285714,5000,Tier 1: $0k-$150k ($5.0k risk)
13,2024-02-10 10:45:00,46872.6,2024-02-10 11:15:00,47109.7,tp1_partial,11.565468814539422,2742.17265592728,0.5058392323020241,True,1.0,1.0,2,134195.80288340652,136937.9755393338,46682.37857142857,47419.486607142855,5000,Tier 1: $0k-$150k ($5.0k risk)
13,2024-02-10 10:45:00,46872.6,2024-02-10 19:15:00,47419.486607142855,take_profit,17.348203221809133,9487.499999999969,1.1667511662311383,False,1.0,1.0,34,136937.9755393338,146425.47553933377,46682.37857142857,47419.486607142855,5000,Tier 1: $0k-$150k ($5.0k risk)
14,2024-02-13 11:00:00,49730.4,2024-02-13 13:30:00,49475.49428571429,stop_loss,21.576605355481707,-5499.999999999999,-0.5125752342344174,False,1.25,1.25,10,146425.47553933377,140925.47553933377,49475.49428571429,50463.25392857143,5000,Tier 1: $0k-$150k ($5.0k risk)
15,2024-03-08 08:15:00,67093.1,2024-03-08 11:00:00,67501.07142857143,tp1_partial,6.455480241619398,2633.651496288099,0.6080676382093374,True,1.75,1.75,11,140925.47553933377,143559.12703562187,66721.32285714286,68301.37571428572,5000,Tier 1: $0k-$150k ($5.0k risk)
15,2024-03-08 08:15:00,67093.1,2024-03-08 14:30:00,68301.37571428572,take_profit,9.683220362429097,11700.0,1.8008941519853983,False,1.75,1.75,25,143559.12703562187,155259.12703562187,66721.32285714286,68301.37571428572,5000,Tier 1: $0k-$150k ($5.0k risk)
16,2024-03-09 10:15:00,68113.8,2024-03-09 12:45:00,68437.5,tp1_partial,18.40202797859335,5956.736456670614,0.47523409353170293,True,1.75,1.75,10,155259.12703562187,161215.8634922925,67839.91714285714,69003.91928571428,10500,Tier 2: $150k-$225k ($10.5k risk)
16,2024-03-09 10:15:00,68113.8,2024-03-10 01:00:00,69003.91928571428,take_profit,27.603041967890018,24569.999999999396,1.3068119613268885,False,1.75,1.75,59,161215.8634922925,185785.8634922919,67839.91714285714,69003.91928571428,10500,Tier 2: $150k-$225k ($10.5k risk)
17,2024-03-11 00:00:00,68909.4,2024-03-11 00:30:00,68441.43857142856,stop_loss,26.925296040882163,-12599.999999999998,-0.6790966523746169,False,1.75,1.75,2,185785.8634922919,173185.8634922919,68441.43857142856,70430.27464285714,10500,Tier 2: $150k-$225k ($10.5k risk)
18,2024-03-12 08:15:00,71666.6,2024-03-12 11:00:00,72230.25714285714,tp1_partial,8.973126402051086,5057.766790276024,0.7864990704974608,True,1.75,1.75,11,173185.8634922919,178243.6302825679,71104.92285714287,73492.05071428571,10500,Tier 2: $150k-$225k ($10.5k risk)
18,2024-03-12 08:15:00,71666.6,2024-03-12 15:00:00,71726.22857142858,stop_loss,13.45968960307663,802.5820629035278,0.08320273520520971,False,1.75,1.25,27,178243.6302825679,179046.21234547143,71726.22857142858,73492.05071428571,10500,Tier 2: $150k-$225k ($10.5k risk)
19,2024-03-22 00:30:00,65690.1,2024-03-22 04:45:00,66295.27142857143,tp1_partial,8.131921185238879,4921.206360701257,0.9212521043070814,True,1.25,1.25,17,179046.21234547143,183967.4187061727,65121.96857142858,67323.47785714286,10500,Tier 2: $150k-$225k ($10.5k risk)
19,2024-03-22 00:30:00,65690.1,2024-03-22 09:30:00,65712.74785714287,stop_loss,12.197881777858315,276.2558839504269,0.03447681940331909,False,1.25,1.25,36,183967.4187061727,184243.67459012312,65712.74785714287,67323.47785714286,10500,Tier 2: $150k-$225k ($10.5k risk)
20,2024-03-29 03:15:00,70349.3,2024-03-29 06:00:00,70081.55,stop_loss,43.13725490196079,-11550.0,-0.3806008019980298,False,1.25,1.25,11,184243.67459012312,172693.67459012312,70081.55,71119.08125,10500,Tier 2: $150k-$225k ($10.5k risk)
21,2024-04-05 08:00:00,67319.4,2024-04-05 09:00:00,66787.4357142857,stop_loss,19.738167170191186,-10500.0,-0.7902094874795229,False,0.75,0.75,4,172693.67459012312,162193.67459012312,66787.4357142857,68649.31071428572,10500,Tier 2: $150k-$225k ($10.5k risk)
22,2024-04-05 09:00:00,67008.0,2024-04-05 09:15:00,66533.63571428572,stop_loss,22.134887292767843,-10500.0,-0.7079218686041727,False,0.75,0.75,1,162193.67459012312,151693.67459012312,66533.63571428572,68193.91071428572,10500,Tier 2: $150k-$225k ($10.5k risk)
23,2024-04-05 11:30:00,66802.1,2024-04-05 12:00:00,66212.83142857143,stop_loss,17.818700180368737,-10500.0,-0.8821108489532159,False,0.75,0.75,2,151693.67459012312,141193.67459012312,66212.83142857143,68275.27142857143,10500,Tier 2: $150k-$225k ($10.5k risk)
24,2024-04-09 01:00:00,71122.6,2024-04-09 02:15:00,71647.47142857144,tp1_partial,5.093653770461398,2673.5133311503637,0.7379812163383195,True,1.25,1.25,5,141193.67459012312,143867.1879212735,70690.69,72364.34125000001,5000,Tier 1: $0k-$150k ($5.0k risk)
24,2024-04-09 01:00:00,71122.6,2024-04-09 06:30:00,70690.69,stop_loss,7.640480655692096,-3300.0,-0.6072753245803774,False,1.25,1.25,22,143867.1879212735,140567.1879212735,70690.69,72364.34125000001,5000,Tier 1: $0k-$150k ($5.0k risk)
25,2024-04-09 06:30:00,70826.1,2024-04-09 07:45:00,70375.66285714287,stop_loss,12.21036072894297,-5500.0,-0.635976204897816,False,1.25,1.25,5,140567.1879212735,135067.1879212735,70375.66285714287,72121.10678571428,5000,Tier 1: $0k-$150k ($5.0k risk)
