trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price,base_risk,adjusted_risk,streak_level_at_entry,consecutive_losses_at_entry,reduction_pct_at_entry,tier_at_entry
10,2024-01-27 08:45:00,41455.4,2024-01-27 19:30:00,41894.889285714286,take_profit,21.331578049196974,9375.000000000078,1.0601496685939202,False,0.75,0.75,43,121311.020348002,130686.02034800207,41578.228571428575,41894.889285714286,5000,3000.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk)
11,2024-01-31 00:45:00,42913.0,2024-01-31 09:30:00,42761.49285714285,stop_loss,18.0512185744693,-2734.8885513076943,-0.35305651634037793,False,1.25,1.25,35,130686.02034800207,127951.13179669438,42761.49285714285,43788.97964285714,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
12,2024-02-10 10:45:00,46872.6,2024-02-10 13:30:00,47084.05,stop_loss,36.142090045435694,7642.2449401075355,0.451116430494584,False,1.0,1.0,11,127951.13179669438,135593.3767368019,47084.05,47419.486607142855,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
13,2024-02-13 11:00:00,49730.4,2024-02-13 13:15:00,49760.97142857143,stop_loss,26.970756694352133,824.5345617987372,0.0614743267124888,False,1.25,1.25,9,135593.3767368019,136417.91129860064,49760.97142857143,50463.25392857143,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
14,2024-03-09 10:15:00,68113.8,2024-03-09 14:45:00,68149.09285714285,stop_loss,21.907176164992077,773.1668387942973,0.05181454733526722,False,1.75,1.75,18,136417.91129860064,137191.07813739494,68149.09285714285,69003.91928571428,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
15,2024-03-11 00:00:00,68909.4,2024-03-11 00:30:00,68441.43857142856,stop_loss,12.821569543277223,-6000.000000000001,-0.6790966523746169,False,1.75,1.75,2,137191.07813739494,131191.07813739494,68441.43857142856,70430.27464285714,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
16,2024-03-12 08:15:00,71666.6,2024-03-12 10:15:00,71771.95000000001,stop_loss,13.352866669718882,1406.7245036549618,0.14700013674432136,False,1.75,1.75,8,131191.07813739494,132597.8026410499,71771.95000000001,73492.05071428571,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
17,2024-03-22 00:30:00,65690.1,2024-03-22 10:00:00,65214.05714285714,stop_loss,9.680858553855806,-4608.503565573451,-0.7246797571367127,False,1.25,1.25,38,132597.8026410499,127989.29907547645,65214.05714285714,67323.47785714286,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
18,2024-03-29 03:15:00,70349.3,2024-03-29 04:45:00,70391.63571428572,stop_loss,25.676937441643325,1087.0514872615393,0.06017929714398442,False,1.25,1.25,6,127989.29907547645,129076.350562738,70391.63571428572,71119.08125,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
19,2024-03-29 05:15:00,70411.4,2024-03-29 06:00:00,70121.69,stop_loss,18.98450174312297,-5500.000000000001,-0.41145325898929985,False,1.25,1.25,3,129076.350562738,123576.350562738,70121.69,71244.31624999999,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
20,2024-04-05 08:00:00,67319.4,2024-04-05 09:00:00,66787.4357142857,stop_loss,9.399127223900564,-5000.0,-0.7902094874795229,False,0.75,0.75,4,123576.350562738,118576.350562738,66787.4357142857,68649.31071428572,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
21,2024-04-05 09:00:00,67008.0,2024-04-05 09:15:00,66533.63571428572,stop_loss,10.54042252036564,-5000.0,-0.7079218686041727,False,0.75,0.75,1,118576.350562738,113576.350562738,66533.63571428572,68193.91071428572,5000,5000.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
22,2024-04-05 11:30:00,66802.1,2024-04-05 12:00:00,66212.83142857143,stop_loss,5.091057194391068,-3000.0,-0.8821108489532159,False,0.75,0.75,2,113576.350562738,110576.350562738,66212.83142857143,68275.27142857143,5000,3000.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk)
23,2024-04-09 01:00:00,71122.6,2024-04-09 03:45:00,71245.85714285714,stop_loss,9.550600819615122,1177.179769594811,0.17330235798064061,False,1.25,1.25,11,110576.350562738,111753.5303323328,71245.85714285714,72364.34125000001,5000,3000.0,3,4,0.4,Tier 1: $0k-$150k ($5.0k risk)
24,2024-04-09 06:30:00,70826.1,2024-04-09 07:45:00,70375.66285714287,stop_loss,15.262950911178713,-6875.000000000001,-0.635976204897816,False,1.25,1.25,5,111753.5303323328,104878.5303323328,70375.66285714287,72121.10678571428,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
25,2024-04-09 09:00:00,70809.2,2024-04-09 13:45:00,70154.07142857143,stop_loss,10.010712762748817,-6558.303951241308,-0.9252026169319274,False,1.25,1.25,19,104878.5303323328,98320.22638109149,70154.07142857143,72783.64732142855,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
26,2024-04-20 01:00:00,63461.0,2024-04-20 06:00:00,64006.1,pos_exit,7.26179428562806,3958.404065095845,0.8589527426293292,False,1.25,-0.25,20,98320.22638109149,102278.63044618734,63311.0,65638.49214285714,5000,5000.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
27,2024-04-20 09:00:00,63521.7,2024-04-20 15:30:00,64253.23928571429,take_profit,21.359071624900174,15624.999999999924,1.151636819723487,False,0.75,0.75,26,102278.63044618734,117903.63044618726,63442.22142857143,64253.23928571429,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
28,2024-04-22 01:45:00,64634.3,2024-04-22 03:45:00,65917.10857142857,take_profit,15.408086163618666,19765.624999999975,1.9847179770316532,False,1.25,1.25,8,117903.63044618726,137669.25544618725,64188.10571428572,65917.10857142857,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
29,2024-05-14 06:30:00,61973.4,2024-05-14 10:00:00,61644.635714285716,stop_loss,13.41995724018178,-4412.002656384618,-0.5304925753860293,False,0.75,0.75,14,137669.25544618725,133257.25278980265,61644.635714285716,63137.71071428572,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
30,2024-05-22 04:30:00,69372.7,2024-05-22 07:15:00,69719.71428571429,stop_loss,21.00663809763892,7289.60351471082,0.5002173559833952,False,1.75,1.75,11,133257.25278980265,140546.85630451347,69719.71428571429,70533.04749999999,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
31,2024-05-26 02:30:00,68905.2,2024-05-26 07:30:00,69468.8475,take_profit,43.245113302194966,24374.999999999214,0.8180043015621555,False,1.75,1.75,20,140546.85630451347,164921.85630451268,68916.12857142858,69468.8475,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
32,2024-05-31 07:45:00,68226.1,2024-05-31 09:15:00,67980.67000000001,stop_loss,58.82532697714383,-14437.5,-0.3597303671175591,False,1.25,1.25,6,164921.85630451268,150484.35630451268,67980.67000000001,68931.71125,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
33,2024-06-04 08:45:00,68873.7,2024-06-04 09:45:00,68607.95571428571,stop_loss,54.3285435515339,-14437.500000000002,-0.38584290623893985,False,1.25,0.75,4,150484.35630451268,136046.85630451268,68607.95571428571,69637.71482142856,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
34,2024-06-04 09:45:00,68752.5,2024-06-04 13:15:00,69451.54285714286,take_profit,37.5513457176143,26250.000000000546,1.016752637566436,False,0.75,1.25,14,136046.85630451268,162296.85630451323,68779.9,69451.54285714286,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
35,2024-06-26 10:00:00,61320.0,2024-06-26 15:30:00,61175.66428571429,stop_loss,42.10608546207341,-6077.411920943643,-0.23538113875687058,False,1.25,1.25,22,162296.85630451323,156219.4443835696,61175.66428571429,62108.63303571429,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
36,2024-06-28 04:15:00,61517.0,2024-06-28 07:15:00,61460.75714285715,stop_loss,30.495394573064296,-1715.1481204878085,-0.09142652785872785,False,1.25,1.25,12,156219.4443835696,154504.29626308178,61460.75714285715,62605.89392857143,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
37,2024-07-02 07:15:00,62678.9,2024-07-02 08:00:00,62493.48714285715,stop_loss,77.86676837020309,-14437.500000000002,-0.2958138339103779,False,1.25,1.25,3,154504.29626308178,140066.79626308178,62493.48714285715,63211.96196428571,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
38,2024-07-02 08:15:00,62681.1,2024-07-02 13:45:00,62505.4,stop_loss,16.931412387637174,-2974.849156507802,-0.28030778017615693,False,1.25,1.25,22,140066.79626308178,137091.94710657396,62505.4,63381.53624999999,5000,3000.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk)
39,2024-07-07 07:15:00,57249.3,2024-07-07 10:45:00,57510.142857142855,stop_loss,13.197043862174578,3442.3546268491573,0.45562628214292955,False,1.25,1.25,14,137091.94710657396,140534.3017334231,57510.142857142855,58147.938750000016,5000,3000.0,3,4,0.4,Tier 1: $0k-$150k ($5.0k risk)
40,2024-07-16 08:30:00,62706.5,2024-07-16 15:45:00,64791.65535714285,take_profit,9.479209753983783,19765.625000000062,3.3252619060908395,False,1.25,1.25,29,140534.3017334231,160299.92673342317,63225.49285714285,64791.65535714285,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
41,2024-07-21 07:15:00,66637.3,2024-07-21 13:30:00,66612.08571428571,stop_loss,44.048903272205486,-1110.6616325065072,-0.03783809625283418,False,1.0,1.0,25,160299.92673342317,159189.26510091667,66612.08571428571,67391.14964285714,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
42,2024-11-14 07:00:00,89694.9,2024-11-14 14:30:00,90174.16428571429,stop_loss,18.74270851263237,8982.710807657948,0.5343272423675067,False,1.5,1.5,30,159189.26510091667,168171.97590857462,90174.16428571429,91879.74964285713,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
43,2024-11-17 01:30:00,90232.0,2024-11-17 02:00:00,89798.08428571429,stop_loss,36.29737177397844,-15749.999999999998,-0.4808889465884773,False,1.5,1.5,2,168171.97590857462,152421.97590857462,89798.08428571429,91642.22607142857,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
44,2024-11-28 10:00:00,94888.1,2024-11-29 02:00:00,96538.59392857143,take_profit,31.013443378313724,51187.500000000335,1.7394108729876778,False,1.5,1.5,64,152421.97590857462,203609.47590857494,94667.35714285714,96538.59392857143,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
45,2024-11-30 06:45:00,96699.0,2024-11-30 09:30:00,96696.40714285713,stop_loss,34.51433401422886,-89.49073748008058,-0.002681369138115912,False,1.5,1.5,11,203609.47590857494,203519.98517109486,96696.40714285713,97885.46357142857,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
46,2024-11-30 10:15:00,96557.9,2024-11-30 10:45:00,96253.34,stop_loss,41.371158392435305,-12600.0,-0.31541696743611625,False,1.5,1.5,2,203519.98517109486,190919.98517109486,96253.34,97547.71999999999,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
47,2024-12-12 11:45:00,100339.8,2024-12-12 14:45:00,101655.38142857143,take_profit,31.12692161097655,40949.99999999943,1.3111262216701942,False,1.5,1.5,12,190919.98517109486,231869.9851710943,99935.00571428571,101655.38142857143,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
48,2025-01-03 08:30:00,96237.1,2025-01-03 15:00:00,97332.47071428571,take_profit,65.08926527809662,71296.87500000023,1.1382000437312656,False,1.75,1.75,26,231869.9851710943,303166.86017109454,96197.54999999999,97332.47071428571,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
49,2025-01-04 09:00:00,97795.8,2025-01-04 09:45:00,97544.5457142857,stop_loss,87.31194350628985,-21937.499999999996,-0.2569172558681436,False,1.75,1.75,3,303166.86017109454,281229.36017109454,97544.5457142857,98612.37642857144,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
50,2025-01-04 09:45:00,97644.3,2025-01-04 15:30:00,97564.23571428572,stop_loss,71.86933996040499,-5754.167368686668,-0.0819958622410946,False,1.75,1.75,23,281229.36017109454,275475.1928024079,97564.23571428572,98636.33464285715,14625,14625.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
51,2025-01-07 10:00:00,101399.8,2025-01-07 11:30:00,101162.6,stop_loss,80.06804317221743,-18992.13984044974,-0.23392551070120166,False,1.5,1.5,6,275475.1928024079,256483.05296195816,101162.6,102290.25357142859,14625,14625.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
52,2025-01-07 11:30:00,100614.2,2025-01-07 14:30:00,100327.72142857143,stop_loss,58.89510199854897,-16872.184684684114,-0.2847297612350624,False,1.5,1.5,12,256483.05296195816,239610.86827727404,100327.72142857143,101824.77392857143,14625,14625.0,0,3,0.0,Tier 1: $0k-$150k ($5.0k risk)
53,2025-01-16 11:15:00,99024.5,2025-01-16 14:30:00,98435.81,stop_loss,22.358966518880816,-13162.5,-0.5944892425611867,False,1.5,1.5,13,239610.86827727404,226448.36827727404,98435.81,100937.74250000001,14625,8775.0,3,4,0.4,Tier 1: $0k-$150k ($5.0k risk)
54,2025-01-18 06:30:00,103354.9,2025-01-18 08:00:00,102403.27857142857,stop_loss,11.065324596365665,-10530.0,-0.9207317974971899,False,1.5,1.5,6,226448.36827727404,215918.36827727404,102403.27857142857,106447.66964285713,14625,8775.0,3,5,0.4,Tier 1: $0k-$150k ($5.0k risk)
55,2025-01-18 08:00:00,102562.5,2025-01-19 02:15:00,105119.61857142857,take_profit,16.72903457742336,42778.12499999993,2.4932295638547886,False,1.5,1.5,73,215918.36827727404,258696.49327727396,102757.91428571429,105119.61857142857,14625,8775.0,3,6,0.4,Tier 1: $0k-$150k ($5.0k risk)
56,2025-01-25 05:45:00,104315.7,2025-01-25 08:30:00,104171.76428571428,stop_loss,38.59748338752997,-5555.556341015294,-0.13798087371864337,False,1.5,1.5,11,258696.49327727396,253140.93693625866,104171.76428571428,105793.45178571428,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
57,2025-01-31 03:15:00,104075.8,2025-01-31 07:45:00,104107.35714285713,stop_loss,35.39754162128489,1117.0452777340029,0.03032130702538676,False,1.5,1.5,18,253140.93693625866,254257.98221399265,104107.35714285713,105687.1407142857,14625,14625.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
58,2025-01-31 07:45:00,104160.1,2025-01-31 15:30:00,105488.71857142857,take_profit,53.66241036608379,71296.8749999998,1.2755542395106834,False,1.5,1.5,31,254257.98221399265,325554.85721399245,103988.07142857142,105488.71857142857,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
59,2025-03-03 08:45:00,91440.6,2025-03-03 14:30:00,90998.23571428572,stop_loss,18.26869027543557,-8081.416124628543,-0.4837722912079361,False,1.75,1.75,23,325554.85721399245,317473.4410893639,90998.23571428572,94562.74500000001,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
60,2025-03-15 08:00:00,83749.5,2025-03-15 10:15:00,83680.57142857142,stop_loss,70.24857186969184,-4842.133703875772,-0.08230326321778607,False,1.75,1.75,9,317473.4410893639,312631.3073854881,83680.57142857142,84561.43821428572,14625,14625.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
61,2025-03-16 02:00:00,83760.0,2025-03-16 09:15:00,83908.5,stop_loss,91.6009019165707,13602.73393461075,0.1772922636103152,False,1.75,1.75,29,312631.3073854881,326234.04132009886,83908.5,84538.3425,14625,14625.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
62,2025-03-25 03:30:00,86448.2,2025-03-25 13:30:00,87997.5725,take_profit,36.813290541816436,57037.5000000004,1.792255362170638,False,1.5,1.5,40,326234.04132009886,383271.54132009926,86263.7642857143,87997.5725,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
63,2025-04-02 06:00:00,83964.0,2025-04-02 09:00:00,85092.38142857143,take_profit,87.48703895719152,98718.75000000033,1.3438871761367164,False,1.75,1.75,12,383271.54132009926,481990.2913200996,83898.47142857143,85092.38142857143,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
64,2025-04-13 11:15:00,84447.7,2025-04-13 13:15:00,84177.45714285714,stop_loss,80.81620086888012,-21840.001026237518,-0.32001209878168485,False,1.5,1.5,8,481990.2913200996,460150.2902938621,84177.45714285714,85669.22178571428,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
65,2025-04-26 08:45:00,94271.2,2025-04-26 11:30:00,94063.26428571428,stop_loss,79.45060992387442,-16520.619324956853,-0.22057183348225,False,1.25,1.25,11,460150.2902938621,443629.67096890527,94063.26428571428,95077.24321428571,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
66,2025-04-26 11:30:00,94019.8,2025-04-26 13:15:00,94036.93571428572,stop_loss,69.22523674431591,1186.2238782116426,0.018225644263991144,False,1.25,1.25,7,443629.67096890527,444815.8948471169,94036.93571428572,94944.90517857143,20250,20250.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
67,2025-05-12 02:00:00,103972.6,2025-05-12 05:30:00,103723.8,stop_loss,40.33893240560927,-10036.326382515705,-0.23929381394713886,False,1.75,1.75,14,444815.8948471169,434779.5684646012,103723.8,105930.38607142858,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
68,2025-05-23 06:00:00,110449.9,2025-05-23 11:30:00,110574.42857142858,stop_loss,59.428355815489624,7400.528252052598,0.1127466583750511,False,1.75,1.75,22,434779.5684646012,442180.0967166538,110574.42857142858,111778.81107142856,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
69,2025-05-27 01:00:00,108694.5,2025-05-27 01:15:00,108194.85857142857,stop_loss,55.72746455315112,-27843.75,-0.4596749868405736,False,1.25,1.25,1,442180.0967166538,414336.3467166538,108194.85857142857,110130.96910714285,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
70,2025-05-27 03:00:00,108886.0,2025-05-27 05:15:00,108570.43571428572,stop_loss,36.68809717422278,-11577.453178999749,-0.2898116247398942,False,1.25,1.25,9,414336.3467166538,402758.893537654,108570.43571428572,111067.92785714286,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
71,2025-06-08 10:00:00,104960.6,2025-06-08 11:15:00,105612.49892857144,take_profit,151.43260047432895,98718.7500000011,0.6210891787693994,False,1.5,1.5,5,402758.893537654,501477.6435376551,104760.01571428572,105612.49892857144,20250,20250.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
72,2025-06-17 07:30:00,106612.0,2025-06-17 09:30:00,106252.75857142857,stop_loss,67.64253247915165,-24300.0,-0.3369615320709048,False,1.75,1.5,8,501477.6435376551,477177.6435376551,106252.75857142857,107779.53464285715,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
73,2025-07-04 04:45:00,108938.2,2025-07-04 07:15:00,108729.98571428572,stop_loss,86.95543063641823,-18105.362878939035,-0.1911306462877809,False,1.25,1.25,10,477177.6435376551,459072.2806587161,108729.98571428572,109674.67642857143,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
74,2025-07-17 07:00:00,118038.6,2025-07-17 11:45:00,117932.53571428571,stop_loss,63.08074335148976,-6690.613985902568,-0.08985559445325147,False,1.5,1.5,19,459072.2806587161,452381.66667281353,117932.53571428571,119603.55857142858,20250,20250.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
75,2025-08-05 04:00:00,114351.3,2025-08-05 06:45:00,114197.46428571429,stop_loss,54.15679682127259,-8331.249522426702,-0.13452904714306968,False,1.75,1.75,11,452381.66667281353,444050.41715038684,114197.46428571429,115444.9992857143,20250,12150.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk)
76,2025-08-07 04:45:00,114308.5,2025-08-07 10:00:00,115302.415,take_profit,47.67510300176692,47385.000000000866,0.8695022679853148,False,1.75,1.75,21,444050.41715038684,491435.4171503877,114409.03571428572,115302.415,20250,12150.0,3,4,0.4,Tier 1: $0k-$150k ($5.0k risk)
77,2025-08-14 10:30:00,121168.2,2025-08-14 12:15:00,120640.50428571428,stop_loss,57.561581755719686,-30375.0,-0.4355067701638827,False,1.5,1.5,7,491435.4171503877,461060.4171503877,120640.50428571428,122883.21107142858,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
78,2025-09-08 01:15:00,110754.2,2025-09-08 04:45:00,110875.75714285714,stop_loss,52.88138697271252,6428.110310725825,0.10975398030696987,False,1.25,1.25,14,461060.4171503877,467488.5274611135,110875.75714285714,111965.2239285714,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
79,2025-09-09 03:00:00,111410.2,2025-09-09 06:00:00,112590.91321428571,take_profit,54.23893306618166,64040.62499999912,1.0597891524166687,False,1.25,1.25,12,467488.5274611135,531529.1524611126,111744.57142857142,112590.91321428571,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
80,2025-09-17 11:45:00,116200.1,2025-09-17 13:30:00,115964.08142857144,stop_loss,142.3616785604097,-33600.0,-0.2031139142122612,False,1.5,1.75,7,531529.1524611126,497929.1524611126,115964.08142857144,116967.16035714286,28000,28000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
81,2025-09-30 08:30:00,113413.4,2025-09-30 09:30:00,113078.08571428571,stop_loss,90.58665644171901,-30374.999999999996,-0.2956566734744582,False,1.5,1.5,4,497929.1524611126,467554.1524611126,113078.08571428571,114503.17142857141,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
82,2025-09-30 09:30:00,112945.1,2025-09-30 13:00:00,112822.44285714286,stop_loss,82.95003686668183,-10174.414521962273,-0.10859890589069189,False,1.5,1.75,14,467554.1524611126,457379.7379391503,112822.44285714286,114135.19892857144,20250,20250.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
83,2025-10-13 11:15:00,113618.3,2025-10-13 13:30:00,115329.19196428571,take_profit,28.073349897375195,48030.468750000204,1.5058242944012603,False,1.25,1.25,9,457379.7379391503,505410.20668915054,113023.20714285715,115329.19196428571,20250,12150.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk)
84,2025-10-28 00:00:00,114034.1,2025-10-28 02:45:00,113627.65,stop_loss,48.25098869269813,-19611.614354147718,-0.35642847183431237,False,1.25,1.25,11,505410.20668915054,485798.59233500285,113627.65,115361.33964285714,20250,20250.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
85,2025-11-06 09:00:00,103073.4,2025-11-06 11:00:00,102814.0,stop_loss,38.41804151144227,-9965.6399680679,-0.251665318113106,False,1.25,1.25,8,485798.59233500285,475832.952366935,102814.0,104740.34142857142,20250,20250.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
86,2025-11-24 09:15:00,85907.4,2025-11-24 14:30:00,85665.87142857144,stop_loss,41.60822702121101,-10049.575632108155,-0.2811499026027519,False,1.25,1.25,21,475832.952366935,465783.37673482683,85665.87142857144,87831.31714285717,20250,20250.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
87,2025-11-25 07:45:00,87362.2,2025-11-25 09:00:00,86912.97142857143,stop_loss,37.1887521465372,-16706.25,-0.5142138950582381,False,1.25,1.25,5,465783.37673482683,449077.12673482683,86912.97142857143,88653.73214285713,20250,12150.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk)
