trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price,base_risk,adjusted_risk,streak_level_at_entry,consecutive_losses_at_entry,reduction_pct_at_entry,tier_at_entry
0,2023-02-17 02:00:00,23787.0,2023-02-17 14:15:00,23929.35714285714,tp1_partial,4.739657390480056,674.7240842304748,0.5984661489769256,True,0.5,0.5,49,100000.0,100674.72408423047,23470.52142857143,24578.196428571428,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
0,2023-02-17 02:00:00,23787.0,2023-02-17 20:00:00,24578.196428571428,take_profit,11.059200577786795,8749.99999999998,3.326171558294142,False,0.5,0.5,72,100674.72408423047,109424.72408423046,23470.52142857143,24578.196428571428,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
1,2023-02-18 10:00:00,24527.3,2023-02-18 12:15:00,24641.014285714286,tp1_partial,14.297385620914863,1625.8169934640405,0.46362333283437734,True,0.5,0.5,9,109424.72408423046,111050.5410776945,24422.385714285712,24789.585714285713,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
1,2023-02-18 10:00:00,24527.3,2023-02-18 18:00:00,24789.585714285713,take_profit,33.36056644880134,8749.999999999878,1.06936236065818,False,0.5,0.5,32,111050.5410776945,119800.54107769439,24422.385714285712,24789.585714285713,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
2,2023-02-19 08:00:00,24605.5,2023-02-19 11:15:00,24693.442857142858,tp1_partial,13.181184800210897,1159.1910518585578,0.3574113801502021,True,0.5,0.5,13,119800.54107769439,120959.73212955295,24491.70142857143,24889.99642857143,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
2,2023-02-19 08:00:00,24605.5,2023-02-19 15:15:00,24889.99642857143,take_profit,30.756097867158758,8750.000000000056,1.1562310400984757,False,0.5,0.5,29,120959.73212955295,129709.73212955301,24491.70142857143,24889.99642857143,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
3,2023-03-15 03:30:00,24753.9,2023-03-15 05:00:00,24858.4,pos_exit,17.3363449041053,1811.6480424790038,0.4221557007178666,False,0.5,-0.5,6,129709.73212955301,131521.38017203202,24465.488571428574,25474.928571428572,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
4,2023-03-15 06:00:00,24705.6,2023-03-15 06:45:00,24799.9,pos_exit,29.983723121733934,2827.4650903795973,0.38169483841721275,False,0.5,-0.5,3,131521.38017203202,134348.8452624116,24538.842857142856,25122.492857142854,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
5,2023-03-15 08:15:00,24814.8,2023-03-15 08:45:00,24768.8,pos_exit,27.177922209021567,-1250.184421614992,-0.18537324499895225,False,0.5,-0.5,2,134348.8452624116,133098.6608407966,24630.827142857142,25274.73214285714,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
6,2023-03-15 10:15:00,24469.1,2023-03-15 11:45:00,24828.97142857143,tp1_partial,7.104723626250977,2556.787040984133,1.4707178791677278,True,0.5,0.5,6,133098.6608407966,135655.44788178074,24257.972857142857,24996.917857142857,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
6,2023-03-15 10:15:00,24469.1,2023-03-15 12:30:00,24996.917857142857,take_profit,16.57768846125228,8750.00000000006,2.157079161648193,False,0.5,0.5,9,135655.44788178074,144405.4478817808,24257.972857142857,24996.917857142857,5000,5000.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
7,2023-03-19 00:15:00,26977.8,2023-03-19 03:15:00,27154.157142857144,tp1_partial,5.734978452866639,1011.40441429485,0.6537120997899938,True,0.5,0.25,12,144405.4478817808,145416.85229607564,26716.24714285714,27631.682142857142,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
7,2023-03-19 00:15:00,26977.8,2023-03-19 15:00:00,27631.682142857142,take_profit,13.381616390022158,8749.99999999995,2.4237785989114857,False,0.5,0.25,59,145416.85229607564,154166.85229607558,26716.24714285714,27631.682142857142,5000,5000.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
8,2023-03-20 06:30:00,27459.1,2023-03-20 07:00:00,27742.62857142857,tp1_partial,12.912406450932856,3661.0361547380576,1.0325486684872083,True,0.5,0.5,2,154166.85229607558,157827.88845081363,27215.14857142857,28068.978571428568,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
8,2023-03-20 06:30:00,27459.1,2023-03-20 07:30:00,28068.978571428568,take_profit,30.128948385509997,18374.999999999945,2.2210435572490344,False,0.5,0.5,4,157827.88845081363,176202.88845081357,27215.14857142857,28068.978571428568,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
9,2023-04-28 08:30:00,29199.9,2023-04-28 12:30:00,29378.385714285716,tp1_partial,19.242852654728406,3434.5743009739567,0.6112545395214178,True,0.5,0.5,16,176202.88845081357,179637.46275178753,29036.20285714286,29609.14285714286,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
9,2023-04-28 08:30:00,29199.9,2023-04-28 13:30:00,29036.20285714286,stop_loss,44.89998952769962,-7349.999999999999,-0.5606085735127224,False,0.5,0.5,20,179637.46275178753,172287.46275178753,29036.20285714286,29609.14285714286,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
10,2023-05-06 08:00:00,29245.0,2023-05-06 12:30:00,29120.69714285714,stop_loss,84.4711074334565,-10500.0,-0.4250396893241872,False,0.5,0.5,18,172287.46275178753,161787.46275178753,29120.69714285714,29555.757142857146,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk)
11,2023-05-30 00:15:00,27661.8,2023-05-30 03:00:00,27781.72857142857,tp1_partial,25.234318673395464,3026.315789473668,0.43355302774429894,True,0.75,0.75,11,161787.46275178753,164813.7785412612,27536.969999999998,27973.875,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
11,2023-05-30 00:15:00,27661.8,2023-05-30 10:30:00,27973.875,take_profit,58.88007690458941,18374.99999999978,1.1281803787172229,False,0.75,0.75,41,164813.7785412612,183188.77854126098,27536.969999999998,27973.875,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk)
12,2023-06-07 09:45:00,26476.5,2023-06-07 11:15:00,26717.785714285714,tp1_partial,18.653875437794902,4500.9136592050745,0.9113202813276443,True,0.75,0.25,6,183188.77854126098,187689.69220046606,26307.634285714284,26898.664285714283,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk)
