streak_length,max_streak_level,start_time,end_time,first_entry_price,last_exit_price,streak_high,streak_low,price_range,total_loss,num_trades
3,3,2023-07-11 09:45:00,2023-10-26 10:00:00,30435.5,34346.32,49027.5,33350.0,15677.5,-11000.0,3
7,6,2024-03-29 03:15:00,2024-04-09 13:45:00,70349.3,70122.43571428572,72890.4,59541.0,13349.399999999994,-46440.0,7
5,3,2024-06-26 10:00:00,2024-07-07 13:15:00,61320.0,56936.729999999996,64988.8,53329.5,11659.300000000003,-43708.50000000001,5
3,3,2024-11-14 07:00:00,2024-11-28 10:00:00,89694.9,94751.54571428572,96700.0,94700.1,1999.8999999999942,-45630.0,3
4,3,2025-01-07 10:00:00,2025-01-18 08:00:00,101399.8,102403.27857142857,105784.0,97293.6,8490.399999999994,-76680.0,4
3,3,2025-04-13 11:15:00,2025-04-26 11:30:00,84447.7,93990.83714285714,95247.0,93833.0,1414.0,-78150.0,3
3,3,2025-07-04 04:45:00,2025-08-05 07:30:00,108938.2,114014.77714285714,115674.2,112582.4,3091.800000000003,-69680.0,3
5,3,2025-10-28 00:00:00,2025-11-25 14:30:00,114034.1,86686.04428571429,92000.0,85226.4,6773.600000000006,-117040.00000000001,5
