streak_length,max_streak_level,start_time,end_time,first_entry_price,last_exit_price,streak_high,streak_low,price_range,total_loss,num_trades
5,3,2024-02-13 11:00:00,2024-04-09 04:15:00,49730.4,71076.0157142857,72890.4,59541.0,13349.399999999994,-29650.000000000004,5
4,3,2024-06-26 10:00:00,2024-07-07 13:15:00,61320.0,56936.729999999996,64988.8,53329.5,11659.300000000003,-25850.000000000004,4
3,3,2025-01-07 11:45:00,2025-01-18 08:00:00,100787.0,102403.27857142857,105289.9,102242.8,3047.0999999999913,-47700.0,3
7,6,2025-04-13 11:45:00,2025-07-04 07:45:00,84490.6,108682.03428571428,123300.0,92700.0,30600.0,-118131.75,7
