trade_id,entry_time,entry_price,exit_time,exit_price,exit_reason,size,pnl,pnl_pct,is_partial,entry_pos,exit_pos,bars_held,capital_before,capital_after,stop_price,tp_price,base_risk,adjusted_risk,streak_level_at_entry,consecutive_losses_at_entry,reduction_pct_at_entry,tier_at_entry,entry_adx,entry_regime
38,2025-01-25 05:45:00,104315.7,2025-01-25 12:45:00,104702.3857142857,tp1_partial,11.084405485649633,4286.181252650807,0.3706879350718102,True,1.5,1.5,28,153395.77610656564,157681.95735921644,103861.00714285714,105793.45178571428,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),22.12300458030468,trending
38,2025-01-25 05:45:00,104315.7,2025-01-26 23:00:00,103861.00714285714,stop_loss,16.62660822847445,-7560.0,-0.4358815184510654,False,1.5,1.5,165,157681.95735921644,150121.95735921644,103861.00714285714,105793.45178571428,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),22.12300458030468,trending
39,2025-01-29 00:15:00,101433.3,2025-01-29 02:00:00,102096.97142857143,tp1_partial,4.8260260691586705,3202.895615641479,0.6542934406860725,True,1.75,1.75,7,150121.95735921644,153324.8529748579,100597.83,104148.5775,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),24.954348124735326,trending
39,2025-01-29 00:15:00,101433.3,2025-01-29 20:15:00,104148.5775,take_profit,7.239039103738005,19655.999999999945,2.6769093581693553,False,1.75,1.5,80,153324.8529748579,172980.85297485784,100597.83,104148.5775,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),24.954348124735326,trending
40,2025-01-31 03:15:00,104075.8,2025-01-31 06:30:00,104522.52857142857,tp1_partial,10.165447850215147,4541.195996058221,0.4292338578503053,True,1.5,1.5,13,172980.85297485784,177522.04897091608,103580.00285714286,105687.1407142857,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),31.86387548327829,trending
40,2025-01-31 03:15:00,104075.8,2025-01-31 15:30:00,105687.1407142857,take_profit,15.248171775322719,24569.999999999607,1.5482376443762171,False,1.5,1.5,49,177522.04897091608,202092.04897091567,103580.00285714286,105687.1407142857,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),31.86387548327829,trending
41,2025-03-03 08:45:00,91440.6,2025-03-03 10:30:00,92455.72857142858,tp1_partial,5.246393104740473,5325.763537567932,1.1101508207826465,True,1.75,1.75,7,202092.04897091567,207417.8125084836,90479.94,94562.74500000001,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),28.75902782383309,trending
41,2025-03-03 08:45:00,91440.6,2025-03-03 14:45:00,90479.94,stop_loss,7.869589657110708,-7560.0,-1.0505836575875525,False,1.75,1.75,24,207417.8125084836,199857.8125084836,90479.94,94562.74500000001,10500,10500.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),28.75902782383309,trending
42,2025-03-16 02:00:00,83760.0,2025-03-16 02:30:00,84061.14285714286,tp1_partial,26.305900037579285,7921.833897030964,0.359530631736933,True,1.75,1.75,2,199857.8125084836,207779.64640551456,83520.51,84538.3425,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),24.643648595477313,trending
42,2025-03-16 02:00:00,83760.0,2025-03-16 11:00:00,83520.51,stop_loss,39.458850056368924,-9450.0,-0.2859240687679146,False,1.75,1.75,36,207779.64640551456,198329.64640551456,83520.51,84538.3425,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),24.643648595477313,trending
43,2025-03-25 03:30:00,86448.2,2025-03-25 09:15:00,86839.9,tp1_partial,10.57202189918831,4141.0609779120305,0.45310370834788594,True,1.5,1.5,23,198329.64640551456,202470.7073834266,85971.47,87997.5725,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk),34.4774808259824,trending
43,2025-03-25 03:30:00,86448.2,2025-03-25 13:30:00,87997.5725,take_profit,15.858032848782464,24570.00000000017,1.792255362170638,False,1.5,1.5,40,202470.7073834266,227040.70738342678,85971.47,87997.5725,10500,10500.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk),34.4774808259824,trending
44,2025-04-02 06:00:00,83964.0,2025-04-02 07:30:00,84394.82857142857,tp1_partial,25.274033476521993,10888.775736927924,0.5131110612031037,True,1.75,1.75,6,227040.70738342678,237929.4831203547,83616.80571428571,85092.38142857143,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),22.757124458580797,trending
44,2025-04-02 06:00:00,83964.0,2025-04-02 09:00:00,85092.38142857143,take_profit,37.91105021478299,42778.12500000014,1.3438871761367164,False,1.75,1.75,12,237929.4831203547,280707.6081203548,83616.80571428571,85092.38142857143,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),22.757124458580797,trending
45,2025-04-13 11:45:00,84490.6,2025-04-13 13:15:00,84102.37857142858,stop_loss,56.50769995032284,-21937.5,-0.4594847575605203,False,1.5,1.5,6,280707.6081203548,258770.10812035482,84102.37857142858,85752.31964285714,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),21.004345189747106,trending
46,2025-04-24 07:30:00,92219.1,2025-04-24 08:30:00,91727.28857142858,stop_loss,26.168566349472094,-12870.000000000004,-0.5333075562127861,False,1.25,1.25,4,258770.10812035482,245900.10812035482,91727.28857142858,93633.05785714286,14625,14625.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),41.880076872751694,trending
47,2025-04-26 09:30:00,94135.3,2025-04-26 13:45:00,93843.34000000001,stop_loss,55.1017262638733,-16087.5,-0.3101493276167302,False,1.25,1.25,17,245900.10812035482,229812.60812035482,93843.34000000001,94974.685,14625,14625.0,0,2,0.0,Tier 1: $0k-$150k ($5.0k risk),21.721850746554743,trending
48,2025-05-23 06:00:00,110449.9,2025-05-23 08:30:00,110873.55714285714,tp1_partial,10.300915008018201,4364.056221111306,0.3835740393220346,True,1.75,1.75,10,229812.60812035482,234176.66434146612,110041.00428571428,111778.81107142856,14625,8775.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk),20.170761278574734,trending
48,2025-05-23 06:00:00,110449.9,2025-05-23 11:45:00,110041.00428571428,stop_loss,15.451372512027302,-6318.0,-0.3702092209098521,False,1.75,1.75,23,234176.66434146612,227858.66434146612,110041.00428571428,111778.81107142856,14625,8775.0,3,3,0.4,Tier 1: $0k-$150k ($5.0k risk),20.170761278574734,trending
49,2025-05-27 03:00:00,108886.0,2025-05-27 07:45:00,109462.3,tp1_partial,6.359270176865282,3664.8474029274803,0.5292691438752484,True,1.25,1.25,19,227858.66434146612,231523.51174439362,108127.06857142858,111067.92785714286,14625,8775.0,3,4,0.4,Tier 1: $0k-$150k ($5.0k risk),25.821089956124766,trending
49,2025-05-27 03:00:00,108886.0,2025-05-28 03:45:00,108913.24571428572,stop_loss,9.538905265297922,259.8942874568242,0.02502223819932455,False,1.25,0.75,99,231523.51174439362,231783.40603185043,108913.24571428572,111067.92785714286,14625,8775.0,3,4,0.4,Tier 1: $0k-$150k ($5.0k risk),25.821089956124766,trending
50,2025-06-17 07:15:00,106425.1,2025-06-17 08:30:00,106443.99428571429,stop_loss,39.983889275383696,755.4670279373508,0.01775359921135417,False,1.75,1.5,5,231783.40603185043,232538.8730597878,106443.99428571429,107566.30964285716,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),23.391223304039123,trending
51,2025-07-04 04:45:00,108938.2,2025-07-04 07:45:00,108682.03428571428,stop_loss,62.80114434852428,-16087.500000000004,-0.23514773907198283,False,1.25,1.25,12,232538.8730597878,216451.3730597878,108682.03428571428,109674.67642857143,14625,14625.0,0,0,0.0,Tier 1: $0k-$150k ($5.0k risk),20.75344107790471,trending
52,2025-08-07 04:45:00,114308.5,2025-08-07 06:00:00,114579.58571428571,tp1_partial,16.480282519129307,4467.569158328519,0.23715271767691207,True,1.75,1.75,5,216451.3730597878,220918.9422181163,114002.68000000001,115302.415,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),28.45253508131289,trending
52,2025-08-07 04:45:00,114308.5,2025-08-07 10:00:00,115302.415,take_profit,24.72042377869396,24570.000000000447,0.8695022679853148,False,1.75,1.75,21,220918.9422181163,245488.94221811675,114002.68000000001,115302.415,10500,10500.0,0,1,0.0,Tier 1: $0k-$150k ($5.0k risk),28.45253508131289,trending
