streak_length,max_streak_level,start_time,end_time,first_entry_price,last_exit_price,streak_high,streak_low,price_range,total_loss,num_trades
5,3,2024-03-11 00:00:00,2024-04-09 06:30:00,68909.4,70690.69,72890.4,59541.0,13349.399999999994,-70492.5,5
5,3,2024-06-26 10:00:00,2024-07-07 13:15:00,61320.0,56936.729999999996,64988.8,53329.5,11659.300000000003,-93555.0,5
3,3,2024-11-14 07:00:00,2024-11-28 10:00:00,89694.9,94751.54571428572,96700.0,94700.1,1999.8999999999942,-82200.0,3
4,3,2025-01-07 10:00:00,2025-01-18 08:00:00,101399.8,102403.27857142857,105784.0,97293.6,8490.399999999994,-120960.0,4
3,3,2025-04-13 11:15:00,2025-04-26 11:30:00,84447.7,93990.83714285714,95247.0,93833.0,1414.0,-129200.0,3
4,3,2025-05-12 02:00:00,2025-05-28 13:45:00,103972.6,108127.06857142858,110700.0,100305.1,10394.899999999994,-158080.0,4
4,3,2025-06-17 07:15:00,2025-08-05 07:30:00,106425.1,114014.77714285714,120951.5,111850.0,9101.5,-160359.99999999997,4
5,3,2025-10-28 00:00:00,2025-11-25 14:30:00,114034.1,86686.04428571429,92000.0,85226.4,6773.600000000006,-249480.00000000003,5
